source,player,pos,team,bye,pass_yds,pass_tds,pass_int,rush_yds,rush_tds,fumbles_lost,two_pts,rec,rec_yds,rec_tds,xp,fg_0019,fg_2029,fg_3039,fg_4049,fg_50,fg_miss,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_blk,dst_forced_fumble,dst_pts_allowed
CBS,Ainias Benson,QB,TB,14,1096.689,9.723,6.079,192.461,1.606,1.528,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Ainias Benson,QB,TB,14,1060.44,7.642,7.788,112.977,1.435,1.801,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Ainias Benson,QB,TB,14,1459.618,9.313,5.822,168.36,1.471,1.339,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Ainias Benson,QB,TB,14,961.665,6.436,6.224,134.294,1.348,1.624,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Ainias Benson,QB,TB,14,943.478,9.704,6.606,162.634,1.153,1.339,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Ainias Benson,QB,TB,14,1029.528,10.877,5.749,159.471,1.63,1.687,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Braelon Rice,QB,LAC,11,886.508,7.867,6.263,42.591,0.363,1.578,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Braelon Rice,QB,LAC,11,996.672,6.365,5.707,40.048,0.306,1.758,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Braelon Rice,QB,LAC,11,1195.466,6.767,4.846,36.205,0.35,1.378,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Braelon Rice,QB,LAC,11,1043.192,8.449,6.535,37.521,0.411,1.565,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Braelon Rice,QB,LAC,11,972.689,7.344,5.232,49.207,0.32,1.607,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Braelon Rice,QB,LAC,11,1079.795,7.043,6.387,36.282,0.346,1.067,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Braelon Dowdle,QB,MIA,14,795.277,6.958,5.536,36.309,0.292,1.663,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Braelon Dowdle,QB,MIA,14,930.943,6.475,6.982,29.681,0.377,1.705,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Braelon Dowdle,QB,MIA,14,1180.658,6.766,6.081,38.499,0.295,1.582,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Braelon Dowdle,QB,MIA,14,996.585,5.85,6.787,35.922,0.364,1.365,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Braelon Dowdle,QB,MIA,14,1068.492,7.474,6.236,34.269,0.252,1.243,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Braelon Dowdle,QB,MIA,14,952.669,7.643,6.267,28.967,0.328,1.357,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Deven Spears,QB,TEN,5,780.028,6.172,5.222,110.296,1.049,1.796,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Deven Spears,QB,TEN,5,851.189,6.002,6.203,127.732,0.957,1.454,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Deven Spears,QB,TEN,5,992.91,5.836,5.555,106.211,1.194,1.987,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Deven Spears,QB,TEN,5,1029.523,6.725,5.517,115.352,1.283,1.501,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Deven Spears,QB,TEN,5,860.043,4.499,5.604,130.566,1.266,1.629,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Deven Spears,QB,TEN,5,871.049,5.768,6.497,121.739,1.21,1.92,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tank Thomas,QB,HOU,7,879.48,6.891,5.631,25.95,0.317,1.436,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tank Thomas,QB,HOU,7,811.076,4.96,6.811,26.981,0.197,1.407,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tank Thomas,QB,HOU,7,679.782,5.711,5.429,26.578,0.182,1.253,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tank Thomas,QB,HOU,7,751.572,4.891,5.482,29.004,0.239,1.278,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tank Thomas,QB,HOU,7,901.278,5.687,6.636,25.86,0.185,1.395,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tank Thomas,QB,HOU,7,653.167,5.149,4.936,25.404,0.224,1.69,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Trey Harrison,QB,ARI,5,636.563,5.091,7.434,26.577,0.229,1.616,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Trey Harrison,QB,ARI,5,717.773,4.304,6.228,26.681,0.218,1.393,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Trey Harrison,QB,ARI,5,745.112,5.263,6.359,24.783,0.237,1.503,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Trey Harrison,QB,ARI,5,618.863,5.864,6.139,20.25,0.236,0.821,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Trey Harrison,QB,ARI,5,680.176,5.544,5.626,24.014,0.285,1.744,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Trey Harrison,QB,ARI,5,853.116,5.459,6.913,23.066,0.12,1.53,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Xzavier Guerendo,QB,TB,14,816.427,4.21,5.643,104.658,0.916,1.427,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Xzavier Guerendo,QB,TB,14,688.415,4.372,6.374,77.379,0.738,1.261,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Xzavier Guerendo,QB,TB,14,691.349,3.673,5.79,89.852,0.9,1.42,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Xzavier Guerendo,QB,TB,14,700.138,4.579,5.146,112.559,0.805,1.761,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Xzavier Guerendo,QB,TB,14,606.739,4.58,6.29,96.594,0.826,1.823,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Xzavier Guerendo,QB,TB,14,654.353,5.575,6.232,83.158,0.96,1.281,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Xavier McConkey,QB,NYG,8,653.077,3.178,7.277,17.931,0.197,1.668,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Xavier McConkey,QB,NYG,8,519.593,4.202,4.084,20.98,0.199,1.3,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Xavier McConkey,QB,NYG,8,425.965,4.277,6.105,18.694,0.198,0.978,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Xavier McConkey,QB,NYG,8,616.054,3.971,5.595,21.867,0.215,1.635,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Xavier McConkey,QB,NYG,8,555.508,3.338,4.535,22.581,0.22,1.566,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Xavier McConkey,QB,NYG,8,462.69,4.61,7.396,12.299,0.12,1.254,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tucker Estime,QB,WAS,6,614.906,3.391,6.642,18.29,0.236,1.711,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tucker Estime,QB,WAS,6,593.768,3.759,5.065,15.102,0.156,1.38,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tucker Estime,QB,WAS,6,560.69,3.134,7.9,19.387,0.15,1.264,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tucker Estime,QB,WAS,6,590.668,4.566,4.293,15.891,0.172,1.601,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tucker Estime,QB,WAS,6,437.914,3.602,6.026,22.84,0.179,1.591,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tucker Estime,QB,WAS,6,607.835,4.346,6.023,18.139,0.182,1.462,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Caleb Hall,QB,WAS,6,488.027,2.906,6.235,49.374,0.691,1.412,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Caleb Hall,QB,WAS,6,453.48,3.478,5.041,63.072,0.678,1.273,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Caleb Hall,QB,WAS,6,465.401,3.857,5.494,69.816,0.456,1.157,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Caleb Hall,QB,WAS,6,612.293,3.258,5.005,52.842,0.499,1.57,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Caleb Hall,QB,WAS,6,549.639,3.122,4.437,65.559,0.632,1.597,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Caleb Hall,QB,WAS,6,397.231,3.249,5.804,62.452,0.683,1.539,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tank Allen,QB,BAL,7,494.926,3.002,5.745,13.344,0.134,1.302,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tank Allen,QB,BAL,7,345.015,3.122,7.054,12.921,0.119,1.489,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tank Allen,QB,BAL,7,462.742,2.255,5.368,10.541,0.106,1.451,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tank Allen,QB,BAL,7,452.107,2.883,5.76,14.621,0.136,1.313,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tank Allen,QB,BAL,7,392.944,3.026,5.627,15.587,0.144,1.54,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tank Allen,QB,BAL,7,509.34,3.03,5.09,15.203,0.146,1.317,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Tyreek Tracy,QB,TB,14,344.83,2.854,5.479,11.584,0.13,1.363,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Tyreek Tracy,QB,TB,14,487.477,2.235,6.415,10.608,0.124,1.472,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Tyreek Tracy,QB,TB,14,429.187,1.759,6.744,12.895,0.128,1.348,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Tyreek Tracy,QB,TB,14,345.611,2.186,5.427,13.025,0.133,1.54,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Tyreek Tracy,QB,TB,14,512.452,2.85,4.584,12.963,0.123,1.476,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Tyreek Tracy,QB,TB,14,392.764,3.063,5.601,14.383,0.138,1.786,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bo Worthy,QB,LAC,11,329.758,2.674,4.792,47.577,0.362,1.367,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bo Worthy,QB,LAC,11,341.156,2.763,5.23,38.458,0.458,1.796,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bo Worthy,QB,LAC,11,367.505,2.253,5.152,54.884,0.35,1.54,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bo Worthy,QB,LAC,11,357.699,1.611,5.078,39.696,0.53,1.352,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bo Worthy,QB,LAC,11,331.62,2.805,6.114,54.004,0.332,1.473,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bo Worthy,QB,LAC,11,290.217,2.146,4.553,51.632,0.591,1.415,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Theo Benson,QB,SEA,12,396.581,2.585,6.366,11.422,0.103,1.252,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Theo Benson,QB,SEA,12,312.934,2.432,5.872,8.535,0.071,1.341,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Theo Benson,QB,SEA,12,313.037,2.315,5.154,8.659,0.076,1.444,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Theo Benson,QB,SEA,12,377.902,1.669,3.531,9.786,0.094,1.419,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Theo Benson,QB,SEA,12,259.299,2.635,7.192,7.731,0.093,1.194,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Theo Benson,QB,SEA,12,254.633,2.043,4.958,7.806,0.108,1.526,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Troy Thomas,RB,CAR,9,0,0,0,1515.274,11.349,1.465,0,54.554,455.365,2.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Troy Thomas,RB,CAR,9,0,0,0,1387.59,11.716,1.47,0,52.77,453.722,2.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Troy Thomas,RB,CAR,9,0,0,0,1328.904,10.856,1.372,0,49.129,452.934,2.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Troy Thomas,RB,CAR,9,0,0,0,1337.191,11.74,1.566,0,54.653,445.812,2.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Troy Thomas,RB,CAR,9,0,0,0,1279.632,10.473,1.421,0,54.351,381.088,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Troy Thomas,RB,CAR,9,0,0,0,1419.003,10.676,1.452,0,47.664,399.995,2.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Quentin Carter,RB,WAS,6,0,0,0,1286.273,10.468,1.306,0,49.764,422.911,2.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Quentin Carter,RB,WAS,6,0,0,0,1387.74,9.435,1.483,0,54.692,419.525,2.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Quentin Carter,RB,WAS,6,0,0,0,1158.881,9.682,1.279,0,52.083,408.127,2.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Quentin Carter,RB,WAS,6,0,0,0,1434.931,10.453,1.398,0,47.79,465.978,2.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Quentin Carter,RB,WAS,6,0,0,0,1220.818,10.838,1.395,0,52.931,401.141,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Quentin Carter,RB,WAS,6,0,0,0,1366.048,11.033,1.342,0,52.756,419.12,2.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Roman Harrison,RB,HOU,7,0,0,0,1368.43,9.911,1.395,0,47.186,368.681,2.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Roman Harrison,RB,HOU,7,0,0,0,1161.883,9.649,1.458,0,46.404,365.906,1.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Roman Harrison,RB,HOU,7,0,0,0,1284.86,10.518,1.397,0,49.188,420.877,2.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Roman Harrison,RB,HOU,7,0,0,0,1190.185,9.584,1.463,0,51.1,371.027,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Roman Harrison,RB,HOU,7,0,0,0,1115.06,9.593,1.182,0,43.35,383.439,2.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Roman Harrison,RB,HOU,7,0,0,0,1233.184,10.597,1.357,0,52.902,442.038,2.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marcus Wilson,RB,SF,13,0,0,0,1183.201,10.08,1.276,0,42.835,421.842,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marcus Wilson,RB,SF,13,0,0,0,1230.735,9.763,1.364,0,45.973,387.029,1.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marcus Wilson,RB,SF,13,0,0,0,1111.563,10.066,1.434,0,41.762,354.3,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marcus Wilson,RB,SF,13,0,0,0,1275.381,10.195,1.283,0,44.09,383.178,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marcus Wilson,RB,SF,13,0,0,0,1225.077,9.936,1.326,0,44.864,390.525,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marcus Wilson,RB,SF,13,0,0,0,1190.933,9.803,1.22,0,50.962,389.995,1.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bo Gibbs,RB,ARI,5,0,0,0,1249.374,9.142,1.382,0,46.049,351.275,1.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bo Gibbs,RB,ARI,5,0,0,0,1116.633,9.208,1.348,0,46.624,373.572,2.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bo Gibbs,RB,ARI,5,0,0,0,1200.433,9.841,1.334,0,43.57,353.753,1.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bo Gibbs,RB,ARI,5,0,0,0,1265.454,8.737,1.428,0,42.306,361.635,2.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bo Gibbs,RB,ARI,5,0,0,0,1207.503,10.176,1.176,0,40.63,356.105,1.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bo Gibbs,RB,ARI,5,0,0,0,1189.725,9.353,1.277,0,45.006,348.175,2.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Kimani Franklin,RB,CHI,10,0,0,0,1154.404,9.341,1.225,0,41.503,384.329,1.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Kimani Franklin,RB,CHI,10,0,0,0,975.547,9.533,1.308,0,43.038,348.215,1.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Kimani Franklin,RB,CHI,10,0,0,0,1010.863,8.224,1.273,0,39.732,362.159,1.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Kimani Franklin,RB,CHI,10,0,0,0,1057.758,9.32,1.311,0,37.568,330.968,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Kimani Franklin,RB,CHI,10,0,0,0,1225.288,10.085,1.229,0,45.902,350.73,1.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Kimani Franklin,RB,CHI,10,0,0,0,1022.453,9.196,1.321,0,48.21,368.531,1.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Bijan Pollard,RB,KC,10,0,0,0,1040.929,8.73,1.332,0,38.357,307.116,1.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Bijan Pollard,RB,KC,10,0,0,0,1011.751,7.677,1.382,0,41.075,320.391,1.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Bijan Pollard,RB,KC,10,0,0,0,988.246,9.183,1.165,0,36.727,330.392,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Bijan Pollard,RB,KC,10,0,0,0,953.103,9.198,1.19,0,40.931,318.132,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Bijan Pollard,RB,KC,10,0,0,0,1182.269,9.42,1.053,0,41.191,347.925,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Bijan Pollard,RB,KC,10,0,0,0,972.765,10.151,1.169,0,41.552,319.771,1.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Marvin Thomas,RB,BAL,7,0,0,0,919.161,8.233,1.169,0,43.51,349.809,1.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Marvin Thomas,RB,BAL,7,0,0,0,1094.026,7.512,1.103,0,34.114,328.92,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Marvin Thomas,RB,BAL,7,0,0,0,1019.958,7.902,1.325,0,35.204,295.263,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Marvin Thomas,RB,BAL,7,0,0,0,976.097,8.39,1.07,0,41.284,339.418,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Marvin Thomas,RB,BAL,7,0,0,0,928.659,8.472,1.257,0,40.825,341.798,1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Marvin Thomas,RB,BAL,7,0,0,0,966.113,8.65,1.185,0,40.618,358.827,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Chase Robinson,RB,NO,7,0,0,0,1016.611,7.096,1.083,0,40.897,294.424,1.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Chase Robinson,RB,NO,7,0,0,0,900.864,7.635,1.132,0,34.606,329.254,1.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Chase Robinson,RB,NO,7,0,0,0,1010.957,7.988,1.216,0,41.124,316.71,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Chase Robinson,RB,NO,7,0,0,0,842.642,7.571,1.312,0,31.006,273.062,1.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Chase Robinson,RB,NO,7,0,0,0,817.955,7.072,1.199,0,40.238,316.292,1.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Chase Robinson,RB,NO,7,0,0,0,1081.321,7.939,1.074,0,34.71,306.339,1.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Javon Gibbs,RB,MIN,5,0,0,0,1048.904,7.686,1.311,0,37.821,260.814,1.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Javon Gibbs,RB,MIN,5,0,0,0,991.224,7.71,1.298,0,32.167,328.58,1.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Javon Gibbs,RB,MIN,5,0,0,0,943.616,7.552,1.194,0,32.957,280.114,1.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Javon Gibbs,RB,MIN,5,0,0,0,870.705,7.009,1.196,0,35.184,292.604,1.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Javon Gibbs,RB,MIN,5,0,0,0,859.625,7.562,1.19,0,33.751,305.068,1.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Javon Gibbs,RB,MIN,5,0,0,0,888.734,7.797,1.049,0,34.5,301.93,1.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Elic Odunze,RB,WAS,6,0,0,0,1080.082,7.79,1.211,0,38.823,284.048,1.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Elic Odunze,RB,WAS,6,0,0,0,864.852,7.133,1.149,0,33.567,275.689,1.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Elic Odunze,RB,WAS,6,0,0,0,845.838,6.531,1.162,0,37.317,245.007,1.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Elic Odunze,RB,WAS,6,0,0,0,903.371,6.963,0.987,0,32.357,281.095,1.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Elic Odunze,RB,WAS,6,0,0,0,895.716,6.713,1.236,0,34.34,273.569,1.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Elic Odunze,RB,WAS,6,0,0,0,876.248,7.37,1.152,0,34.366,292.048,1.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Emeka Gibbs,RB,JAX,9,0,0,0,814.315,6.58,1.102,0,32.061,283.771,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Emeka Gibbs,RB,JAX,9,0,0,0,785.023,7.056,1.197,0,32.479,272.602,1.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Emeka Gibbs,RB,JAX,9,0,0,0,883.501,6.742,1.103,0,33.973,241.531,1.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Emeka Gibbs,RB,JAX,9,0,0,0,773.892,7.491,1.144,0,28.95,282.971,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Emeka Gibbs,RB,JAX,9,0,0,0,785.891,6.4,1.114,0,31.957,284.638,1.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFL,Emeka Gibbs,RB,JAX,9,0,0,0,958.112,7.083,0.989,0,33.616,264.805,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBS,Audric Estime,RB,DAL,13,0,0,0,774.496,7.001,1.147,0,29.498,229.701,1.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPN,Audric Estime,RB,DAL,13,0,0,0,804.936,7.793,1.168,0,30.417,272.008,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FantasyPros,Audric Estime,RB,DAL,13,0,0,0,860.015,6.184,1.192,0,29.278,276.086,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFToday,Audric Estime,RB,DAL,13,0,0,0,787.238,7.496,1.158,0,29.551,269.343,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NumberFire,Audric Estime,RB,DAL,13,0,0,0,756.169,6.338,1.184,0,30.613,247.733,1.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
